Rt,Inst,home,an_inc,ver,pur,dti,del,pb_rc,rev_bal,rev_util,class
0.1491,237.43,MORTGAGE,50000,Not Verified,debt_consolidation,17.42,0,0,5731,0.562,Paid
0.1111,209.87,MORTGAGE,30000,Verified,debt_consolidation,7.08,0,0,5491,0.963,Paid
0.1491,427.37,RENT,82400,Verified,debt_consolidation,10.37,0,0,2781,0.69,Paid
0.1111,183.63,RENT,35000,Not Verified,major_purchase,4.63,1,0,1967,0.168,Paid
0.1343,423.77,MORTGAGE,58000,Source Verified,credit_card,10.76,3,0,15005,0.628,Paid
0.1677,494.59,MORTGAGE,170000,Verified,debt_consolidation,9.2,0,0,23223,0.96,Paid
0.1306,136.71,MORTGAGE,45100,Not Verified,debt_consolidation,2.31,0,0,2381,0.496,Notpaid
0.1037,107.15,MORTGAGE,77000,Not Verified,other,13.36,0,0,34324,0.727,Notpaid
0.1565,156.87,MORTGAGE,85000,Source Verified,major_purchase,13.69,0,1,16963,0.795,Paid
0.1268,180.72,RENT,80000,Not Verified,debt_consolidation,11.04,0,0,4805,0.467,Paid
0.1862,257.32,RENT,46880,Verified,debt_consolidation,8.63,0,0,8353,0.949,Paid
0.1974,925.79,MORTGAGE,165000,Source Verified,debt_consolidation,13.02,0,0,48348,0.924,Paid
0.1491,692.43,MORTGAGE,104000,Verified,debt_consolidation,6.57,0,0,20354,0.705,Paid
0.1677,385.78,MORTGAGE,85000,Source Verified,debt_consolidation,9.49,0,1,10277,0.756,Paid
0.1343,237.32,RENT,45000,Not Verified,major_purchase,11.68,0,0,4105,0.52,Paid
0.1037,467.16,RENT,94500,Verified,debt_consolidation,4.55,0,0,14604,0.82,Paid
0.1,104.87,MORTGAGE,42000,Source Verified,credit_card,23.06,0,0,21232,0.374,Paid
0.0692,123.37,RENT,50000,Not Verified,moving,14.76,0,0,14772,0.634,Paid
0.1528,418.91,RENT,35000,Source Verified,debt_consolidation,18.38,0,0,9827,0.546,Paid
0.0692,123.37,RENT,27996,Source Verified,major_purchase,18.6,0,0,5696,0.633,Paid
0.1037,486.62,MORTGAGE,118450,Verified,debt_consolidation,14.76,0,0,41188,0.548,Paid
0.0579,44.74,RENT,101000,Not Verified,credit_card,10.3,0,0,1500,0.469,Paid
0.1037,81.11,MORTGAGE,57744,Not Verified,home_improvement,15.77,0,0,5916,0.688,Paid
0.1111,152.59,MORTGAGE,72504,Verified,debt_consolidation,13.9,0,1,5450,0.352,Paid
0.1268,225.9,MORTGAGE,60000,Verified,debt_consolidation,24.92,0,0,9765,0.713,Paid
0.1111,130.79,MORTGAGE,70000,Verified,debt_consolidation,7.32,0,0,267,0.03,Paid
0.1074,291.78,MORTGAGE,41000,Source Verified,debt_consolidation,24.03,0,0,23129,0.725,Paid
0.0766,311.8,RENT,49500,Source Verified,debt_consolidation,9.19,0,0,9964,0.83,Paid
0.1074,108.07,RENT,21600,Source Verified,debt_consolidation,15.89,0,0,2297,0.302,Paid
0.1491,341.9,MORTGAGE,70000,Source Verified,debt_consolidation,16.46,0,0,21014,0.585,Paid
0.1343,311.9,MORTGAGE,64260,Source Verified,debt_consolidation,22,0,1,9643,0.81,Paid
0.164,588.75,MORTGAGE,90000,Verified,credit_card,11.64,0,0,7348,0.459,Notpaid
0.1268,221.37,RENT,21600,Source Verified,debt_consolidation,10.72,0,0,6749,0.795,Paid
0.0888,698.37,MORTGAGE,90000,Verified,debt_consolidation,9.67,0,0,39886,0.852,Paid
0.1036,389.24,MORTGAGE,124000,Verified,debt_consolidation,11.92,1,0,8987,0.522,Paid
0.0691,616.72,MORTGAGE,68670,Verified,debt_consolidation,11.46,0,0,8337,0.321,Paid
0.0654,552.01,RENT,45996,Source Verified,debt_consolidation,24.84,0,0,14654,0.654,Paid
0.1595,364.38,RENT,70000,Source Verified,small_business,6.17,0,0,4789,0.479,Notpaid
0.0691,698.44,RENT,69600,Not Verified,debt_consolidation,13.43,0,0,8579,0.466,Paid
0.1335,279.78,RENT,42000,Not Verified,debt_consolidation,23.29,0,1,7109,0.744,Paid
0.0654,276.01,MORTGAGE,71352,Not Verified,credit_card,7.97,0,0,3460,0.123,Paid
0.1335,256.85,OWN,40500,Source Verified,debt_consolidation,11.47,0,0,16134,0.701,Paid
0.0962,296.83,MORTGAGE,44500,Not Verified,debt_consolidation,19.69,0,0,13510,0.809,Paid
0.0925,255.33,RENT,60400,Not Verified,credit_card,18.6,0,0,20832,0.704,Paid
0.0654,214.68,MORTGAGE,57000,Source Verified,home_improvement,17.73,0,0,10141,0.463,Paid
0.1632,105.95,RENT,78000,Source Verified,moving,14.75,0,0,12381,0.99,Paid
0.0654,460.01,MORTGAGE,27500,Verified,small_business,14.36,0,0,3875,0.076,Paid
0.0925,104.4,MORTGAGE,75000,Source Verified,debt_consolidation,22.46,0,0,1385,0.157,Paid
0.1261,360.87,MORTGAGE,58000,Source Verified,other,17.69,0,0,18579,0.704,Paid
0.1036,389.24,RENT,43200,Source Verified,major_purchase,23.06,0,0,10372,0.648,Paid
0.0999,161.32,RENT,43000,Source Verified,small_business,19.23,0,0,5034,0.839,Paid
0.0962,361.19,RENT,58000,Verified,credit_card,12.52,0,0,14630,0.43,Paid
0.1036,194.62,RENT,37000,Verified,medical,22.28,0,0,4229,0.464,Paid
0.0999,322.63,RENT,56448,Verified,debt_consolidation,14.05,0,0,22644,0.552,Paid
0.1298,568.58,MORTGAGE,102408,Verified,credit_card,3.47,0,0,15280,0.536,Paid
0.1483,142.21,RENT,70000,Not Verified,wedding,21.21,0,0,13808,0.557,Paid
0.1223,149.96,RENT,54396,Verified,debt_consolidation,22.24,1,0,14210,0.587,Paid
0.0962,128.36,MORTGAGE,27000,Verified,debt_consolidation,3.64,0,0,3900,0.506,Paid
0.1261,135.33,MORTGAGE,45000,Source Verified,home_improvement,4.32,0,0,2108,0.527,Paid
0.1335,286.66,MORTGAGE,78000,Source Verified,debt_consolidation,17.88,1,0,13590,0.65,Paid
0.1372,578.09,MORTGAGE,144000,Verified,debt_consolidation,13.51,0,0,74176,0.618,Notpaid
0.1372,154.9,RENT,20664,Verified,vacation,20.94,0,0,2302,0.767,Paid
0.0617,298.9,RENT,53500,Source Verified,credit_card,16.08,0,0,11254,0.729,Paid
0.1409,308,RENT,75000,Verified,other,13.79,0,0,5787,0.827,Paid
0.1446,860.04,MORTGAGE,80000,Verified,home_improvement,3.84,0,0,8761,0.226,Paid
0.1446,55.05,RENT,38000,Source Verified,debt_consolidation,4.58,0,0,2938,0.734,Notpaid
0.0691,37.01,RENT,11000,Source Verified,other,10.91,0,0,0,0,Paid
0.0999,161.32,RENT,37200,Source Verified,wedding,15.35,0,0,4415,0.513,Paid
0.1483,303.38,RENT,75000,Source Verified,moving,12.43,0,0,8078,0.35,Paid
0.2003,265.11,MORTGAGE,68000,Source Verified,debt_consolidation,14.21,0,0,20535,0.739,Paid
0.1223,111.81,RENT,78480,Source Verified,debt_consolidation,13.39,0,0,3115,0.264,Paid
0.0654,613.35,MORTGAGE,62000,Verified,debt_consolidation,8.48,0,0,9458,0.152,Paid
0.178,632.12,MORTGAGE,100000,Verified,debt_consolidation,8.64,0,0,18835,0.805,Paid
0.0617,190.62,MORTGAGE,19253,Verified,debt_consolidation,16.08,0,0,5141,0.384,Paid
0.1669,493.73,RENT,59850,Verified,debt_consolidation,14.72,0,0,5138,0.704,Paid
0.0925,638.33,RENT,125000,Verified,other,0.32,0,0,1616,0.075,Paid
0.0579,242.62,MORTGAGE,95000,Not Verified,car,7.28,0,0,2449,0.042,Paid
0.0617,198.25,RENT,33000,Not Verified,debt_consolidation,19.53,0,0,8934,0.175,Paid
0.1446,154.81,RENT,50000,Verified,moving,13.51,0,0,7262,0.968,Notpaid
0.0962,256.72,RENT,40000,Source Verified,debt_consolidation,24.57,0,0,8488,0.482,Paid
0.1036,89.99,OWN,44500,Not Verified,home_improvement,20.68,0,0,4508,0.593,Notpaid
0.0617,146.4,MORTGAGE,49200,Not Verified,other,17.2,0,0,14980,0.437,Paid
0.0617,244,RENT,38000,Not Verified,credit_card,24.35,0,0,18056,0.491,Paid
0.0999,322.63,MORTGAGE,80000,Not Verified,wedding,13.51,0,0,32830,0.815,Paid
0.1261,281.46,RENT,71000,Not Verified,wedding,13.55,0,0,4277,0.873,Paid
0.0617,186.81,MORTGAGE,60000,Not Verified,credit_card,12.92,0,0,6475,0.322,Paid
0.152,38.24,RENT,70000,Not Verified,other,1.59,0,0,815,0.226,Paid
0.0654,184.01,OWN,68400,Not Verified,credit_card,17.49,0,1,12534,0.419,Paid
0.1372,272.34,MORTGAGE,96000,Source Verified,debt_consolidation,18.19,2,0,2609,0.21,Paid
0.0654,613.35,RENT,90000,Verified,credit_card,6.11,0,0,14328,0.298,Paid
0.178,666.97,MORTGAGE,140000,Source Verified,debt_consolidation,4.59,0,0,0,0,Paid
0.1036,389.24,RENT,52500,Not Verified,debt_consolidation,20.53,0,0,19597,0.546,Paid
0.1223,308.25,OWN,37000,Source Verified,debt_consolidation,10.09,0,0,9718,0.46,Paid
0.0654,736.02,MORTGAGE,115000,Verified,debt_consolidation,5.62,0,0,22725,0.413,Paid
0.1595,97.17,RENT,31000,Verified,debt_consolidation,20.55,0,0,2442,0.52,Notpaid
0.0962,738.05,RENT,68000,Verified,debt_consolidation,7.29,0,0,22280,0.895,Paid
0.1261,60.32,RENT,45000,Source Verified,major_purchase,13.28,0,0,4990,0.587,Paid
0.1483,177.76,MORTGAGE,41976,Not Verified,debt_consolidation,10.52,0,0,6118,0.874,Paid
0.0617,137.25,RENT,36000,Verified,major_purchase,6.7,1,0,981,0.086,Paid
0.1595,388.67,MORTGAGE,48000,Source Verified,home_improvement,7.13,0,0,9400,0.252,Paid
0.0654,613.35,MORTGAGE,63844,Verified,debt_consolidation,7.35,0,0,24720,0.325,Paid
0.1632,195.91,OWN,50500,Verified,credit_card,17.23,1,0,6269,0.606,Paid
0.0617,274.5,RENT,43200,Not Verified,credit_card,5.97,0,0,11810,0.433,Paid
0.0925,255.33,MORTGAGE,99000,Verified,debt_consolidation,11.14,0,0,31462,0.585,Paid
0.0617,259.25,RENT,26000,Verified,small_business,5.82,0,0,0,0,Paid
0.1669,493.73,MORTGAGE,120000,Verified,debt_consolidation,20.16,0,0,23632,0.677,Paid
0.0962,252.73,RENT,67000,Verified,debt_consolidation,14.26,0,0,1136,0.043,Paid
0.152,364.4,MORTGAGE,98279,Verified,debt_consolidation,23.41,0,0,44685,0.51,Notpaid
0.1298,606.32,RENT,52000,Verified,debt_consolidation,20.38,0,0,25436,0.34,Paid
0.0579,417,MORTGAGE,108000,Verified,debt_consolidation,19.72,0,0,358,0.064,Paid
0.1261,469.09,RENT,69000,Source Verified,debt_consolidation,19.48,0,0,15190,0.35,Paid
0.1298,271.16,RENT,40000,Source Verified,debt_consolidation,10.71,0,0,6554,0.426,Paid
0.1261,234.55,MORTGAGE,68000,Verified,debt_consolidation,10.43,0,0,3821,0.796,Paid
0.152,203.11,RENT,40000,Not Verified,debt_consolidation,18.57,0,0,8973,0.69,Paid
0.178,583.45,MORTGAGE,98000,Verified,debt_consolidation,6.55,0,0,19105,0.612,Paid
0.0617,183,MORTGAGE,80004,Not Verified,other,11.19,0,0,1218,0.047,Paid
0.0925,127.67,RENT,49000,Not Verified,car,14.35,0,0,1991,0.569,Paid
0.1036,321.37,MORTGAGE,70000,Verified,credit_card,11.79,0,1,4746,0.392,Paid
0.0654,153.34,RENT,40800,Source Verified,debt_consolidation,7.15,0,0,2414,0.168,Notpaid
0.1632,367.33,MORTGAGE,100000,Source Verified,home_improvement,9.25,0,1,13594,0.819,Notpaid
0.1557,506.71,RENT,48000,Source Verified,debt_consolidation,21.88,0,0,7128,0.679,Notpaid
0.1557,216.82,RENT,34000,Source Verified,debt_consolidation,10.66,1,0,7638,0.714,Notpaid
0.1223,833.11,MORTGAGE,105000,Verified,debt_consolidation,17.79,0,0,37086,0.652,Paid
0.2003,404.29,RENT,55000,Source Verified,debt_consolidation,22.6,0,0,31579,0.985,Notpaid
0.1223,358.24,MORTGAGE,78750,Verified,debt_consolidation,13.33,0,0,12601,0.366,Paid
0.1223,335.42,MORTGAGE,95000,Verified,major_purchase,3.45,1,0,47351,0.403,Notpaid
0.0617,640.48,OWN,40800,Verified,medical,19.06,0,0,10882,0.129,Paid
0.1298,505.27,MORTGAGE,75000,Verified,debt_consolidation,15.06,1,0,20927,0.407,Paid
0.0925,191.5,RENT,26780,Source Verified,debt_consolidation,14.74,0,0,4330,0.408,Paid
0.0542,361.92,MORTGAGE,66912,Not Verified,debt_consolidation,4.41,0,0,8172,0.267,Paid
0.1335,128.43,RENT,60000,Verified,wedding,18.8,0,0,12101,0.708,Notpaid
0.1372,612.76,RENT,144500,Verified,debt_consolidation,4.11,0,1,20012,0.908,Paid
0.1557,96.37,RENT,53304,Verified,other,24.7,0,0,5220,0.791,Paid
0.1261,563.85,MORTGAGE,150000,Verified,medical,3.1,0,0,6453,0.184,Paid
0.1223,341.01,RENT,36000,Source Verified,debt_consolidation,21.27,0,0,5950,0.155,Paid
0.1483,553.32,RENT,60000,Verified,house,7.48,0,0,16149,0.626,Paid
0.0617,457.49,MORTGAGE,94000,Verified,debt_consolidation,3.17,0,0,11691,0.653,Paid
0.1036,32.44,OWN,19200,Source Verified,other,4.94,0,0,2700,0.871,Paid
0.1223,233.27,MORTGAGE,160000,Source Verified,debt_consolidation,22.15,0,0,51367,0.975,Paid
0.0962,641.79,OWN,63400,Source Verified,wedding,18.19,0,0,17998,0.887,Paid
0.0888,634.88,OWN,234000,Verified,debt_consolidation,11.91,0,0,89413,0.685,Paid
0.0542,361.92,MORTGAGE,75000,Source Verified,debt_consolidation,7.65,0,0,62539,0.479,Paid
0.0691,678.4,RENT,190000,Verified,debt_consolidation,8.92,0,0,24,0.003,Paid
0.1335,67.73,RENT,57450,Verified,car,16.38,0,0,19438,0.639,Paid
0.0617,548.99,OWN,46000,Source Verified,debt_consolidation,9.7,0,0,5044,0.235,Paid
0.0999,191.18,MORTGAGE,38000,Not Verified,car,17.81,0,0,39388,0.611,Paid
0.1557,34.95,RENT,39600,Not Verified,moving,12.12,1,0,12118,0.972,Paid
0.1669,213,MORTGAGE,41000,Not Verified,debt_consolidation,12.18,0,0,6389,0.998,Paid
0.1036,810.92,MORTGAGE,78456,Verified,debt_consolidation,18.49,0,0,28413,0.466,Paid
0.1036,321.37,MORTGAGE,60000,Not Verified,home_improvement,15.58,0,0,10788,0.553,Paid
0.0962,385.07,MORTGAGE,75000,Not Verified,debt_consolidation,16.42,0,0,17008,0.493,Paid
0.1036,162.19,RENT,49560,Verified,other,22.45,0,0,5971,0.558,Paid
0.1261,216.52,RENT,37000,Source Verified,debt_consolidation,22.28,0,0,8716,0.552,Paid
0.1036,389.24,RENT,60000,Source Verified,small_business,6.46,0,0,3060,0.2,Paid
0.1223,133.3,RENT,65499,Source Verified,other,18.14,0,1,11898,0.778,Paid
0.0579,60.66,RENT,33000,Source Verified,medical,18.04,0,0,5069,0.073,Paid
0.1036,321.37,MORTGAGE,67000,Verified,debt_consolidation,24.62,0,0,1491,0.036,Paid
0.1223,133.3,MORTGAGE,50000,Not Verified,major_purchase,2.04,0,0,3035,0.453,Paid
0.0691,185.02,RENT,80000,Source Verified,credit_card,4.42,1,0,7117,0.705,Paid
0.0888,476.16,RENT,71000,Source Verified,house,21.01,0,0,13651,0.817,Paid
0.0691,92.51,OWN,24000,Not Verified,credit_card,2.2,0,0,1228,0.267,Notpaid
0.0654,153.34,RENT,50000,Verified,vacation,13.39,0,1,1751,0.261,Paid
0.1335,169.32,RENT,14000,Not Verified,debt_consolidation,6.26,0,0,3373,0.274,Paid
0.1372,115.62,RENT,36000,Not Verified,medical,5.17,0,0,3948,0.232,Notpaid
0.1223,357.78,MORTGAGE,60000,Source Verified,debt_consolidation,6.94,0,0,16102,0.87,Notpaid
0.1557,168.64,RENT,90000,Source Verified,credit_card,2.72,1,0,7042,0.489,Paid
0.1036,385.65,MORTGAGE,95000,Verified,home_improvement,15.89,0,0,51586,0.583,Paid
0.1036,321.37,MORTGAGE,60000,Source Verified,debt_consolidation,19.64,0,0,10397,0.175,Paid
0.1261,268.06,RENT,80000,Not Verified,debt_consolidation,9.1,0,0,12551,0.682,Paid
0.0962,224.63,MORTGAGE,39300,Source Verified,debt_consolidation,22.69,1,0,14075,0.628,Paid
0.1335,406.36,OWN,65000,Source Verified,debt_consolidation,24.3,0,0,8181,0.779,Paid
0.0691,733.9,RENT,60000,Verified,debt_consolidation,19.36,0,0,25010,0.447,Paid
0.0925,31.92,RENT,14400,Source Verified,debt_consolidation,24.92,0,0,11135,0.655,Paid
0.1854,385.33,RENT,60000,Source Verified,debt_consolidation,14.54,0,0,23552,0.92,Notpaid
0.0925,319.17,RENT,43000,Verified,medical,9.93,0,0,3996,0.802,Paid
0.1335,609.54,MORTGAGE,95004,Not Verified,debt_consolidation,14.16,0,0,71687,0.603,Paid
0.1483,864.56,MORTGAGE,130000,Verified,debt_consolidation,8.94,0,0,11202,0.344,Paid
0.152,597.38,MORTGAGE,125000,Verified,credit_card,15,0,0,25709,0.912,Paid
0.0999,387.15,MORTGAGE,55000,Verified,debt_consolidation,15.05,0,0,9207,0.692,Paid
0.1223,299.92,OWN,60000,Source Verified,major_purchase,1.68,0,0,2155,0.348,Paid
0.1557,274.63,RENT,47000,Not Verified,major_purchase,10.72,1,0,7866,0.678,Paid
0.0654,490.68,MORTGAGE,100000,Source Verified,credit_card,24.29,0,0,16238,0.464,Paid
0.0888,380.93,RENT,60000,Source Verified,credit_card,15.42,0,0,23378,0.886,Paid
0.1298,568.58,MORTGAGE,85000,Verified,medical,17,0,0,91266,0.245,Paid
0.1557,349.46,RENT,90000,Verified,house,10.64,0,0,4478,0.23,Paid
0.1036,224.96,RENT,40800,Verified,medical,23.94,1,0,4873,0.223,Paid
0.0579,181.97,RENT,74000,Source Verified,vacation,4.36,0,0,255,0.009,Paid
0.0617,365.99,RENT,26400,Source Verified,credit_card,15.23,0,0,16310,0.453,Paid
0.0999,158.09,RENT,51630,Source Verified,credit_card,11.09,0,0,4858,0.934,Paid
0.0888,155.26,MORTGAGE,43000,Source Verified,debt_consolidation,16.07,0,0,1553,0.109,Paid
0.0691,377.75,MORTGAGE,40000,Verified,debt_consolidation,10.89,0,0,10529,0.856,Notpaid
0.1557,240.91,RENT,72000,Source Verified,credit_card,15.45,0,0,16533,0.978,Notpaid
0.1335,573.32,MORTGAGE,92000,Verified,debt_consolidation,21.08,0,0,25784,0.409,Paid
0.1483,284.41,MORTGAGE,84000,Not Verified,home_improvement,13.11,1,0,4332,0.271,Paid
0.1557,873.63,MORTGAGE,81000,Verified,debt_consolidation,6.74,0,0,16481,0.999,Notpaid
0.1446,275.22,MORTGAGE,36400,Source Verified,home_improvement,14.34,0,0,11169,0.799,Paid
0.0654,736.02,MORTGAGE,60400,Verified,debt_consolidation,14.36,0,0,24009,0.387,Paid
0.1298,218.95,RENT,85296,Not Verified,major_purchase,4.61,1,0,14250,0.824,Paid
0.178,568.91,MORTGAGE,103875,Verified,credit_card,13.53,0,0,28491,0.794,Paid
0.1409,136.89,RENT,42000,Verified,other,14.94,0,0,0,0.217,Paid
0.1372,136.17,MORTGAGE,146000,Verified,credit_card,7.75,0,0,16965,0.844,Paid
0.1223,414.89,RENT,201400,Source Verified,debt_consolidation,11.88,0,0,19458,0.923,Paid
0.1261,563.85,MORTGAGE,130000,Verified,house,10.59,0,0,17991,0.19,Paid
0.1409,205.33,RENT,34000,Not Verified,debt_consolidation,22.87,0,0,5760,0.686,Paid
0.0925,207.46,MORTGAGE,65004,Source Verified,debt_consolidation,15.49,0,0,6301,0.711,Paid
0.1036,449.92,RENT,85000,Verified,credit_card,17.07,0,0,36280,0.476,Paid
0.0962,231.67,MORTGAGE,102000,Source Verified,car,16.49,0,0,6963,0.544,Paid
0.0654,613.35,MORTGAGE,90000,Verified,debt_consolidation,9.56,0,0,18158,0.552,Paid
0.0999,96.79,MORTGAGE,86004,Verified,other,19.13,0,0,3020,0.521,Paid
0.0617,457.49,RENT,38400,Not Verified,debt_consolidation,13.63,0,0,3407,0.114,Paid
0.1483,284.41,RENT,50232,Source Verified,credit_card,22.31,0,0,9398,0.847,Paid
0.1446,141.05,RENT,69600,Verified,debt_consolidation,12.6,0,0,2964,0.247,Paid
0.0962,189.55,MORTGAGE,62000,Not Verified,car,10.94,0,0,6263,0.29,Paid
0.0888,82.81,MORTGAGE,60000,Not Verified,car,13.76,0,0,7862,0.107,Paid
0.1409,684.43,RENT,71004,Verified,debt_consolidation,15.6,0,0,18235,0.718,Paid
0.1595,370.45,MORTGAGE,46200,Verified,home_improvement,18.91,2,0,1950,0.043,Paid
0.1409,718.65,RENT,71219.2,Verified,debt_consolidation,19.76,0,0,23096,0.729,Paid
0.1669,851.97,RENT,103832,Verified,debt_consolidation,17.19,0,0,23462,0.743,Paid
0.0962,89.85,RENT,47000,Not Verified,credit_card,13.53,0,0,7686,0.784,Paid
0.1261,301.56,RENT,40000,Not Verified,credit_card,21.72,1,0,10042,0.314,Paid
0.1298,404.22,RENT,60000,Source Verified,debt_consolidation,7.76,2,0,12297,0.852,Notpaid
0.0999,350.5,OWN,36000,Source Verified,debt_consolidation,20.5,0,0,11566,0.516,Paid
0.1966,394.58,MORTGAGE,92000,Source Verified,debt_consolidation,21.34,0,0,27351,0.953,Paid
0.0691,308.36,RENT,31200,Not Verified,debt_consolidation,17.69,0,0,10033,0.738,Paid
0.0691,462.54,RENT,61656,Source Verified,debt_consolidation,11.54,0,0,10453,0.617,Paid
0.0962,462.09,RENT,64000,Source Verified,credit_card,7.56,0,0,4586,0.185,Paid
0.1298,168.43,RENT,24000,Not Verified,debt_consolidation,8.3,0,0,4600,0.708,Paid
0.0542,193.03,MORTGAGE,75000,Source Verified,debt_consolidation,6.64,0,0,5285,0.167,Paid
0.1223,129.97,RENT,40000,Not Verified,debt_consolidation,19.44,0,0,5075,0.457,Paid
0.1372,510.63,RENT,80000,Not Verified,debt_consolidation,16.77,0,1,11699,0.442,Paid
0.0962,96.27,OWN,12000,Source Verified,debt_consolidation,17.8,0,0,3628,0.497,Paid
0.1595,388.67,MORTGAGE,75000,Source Verified,debt_consolidation,12.82,0,0,10164,0.899,Paid
0.152,373.71,RENT,24000,Source Verified,debt_consolidation,10.8,0,0,5109,0.851,Notpaid
0.0962,641.79,MORTGAGE,85000,Verified,debt_consolidation,8.7,0,0,19497,0.531,Paid
0.0999,224.11,MORTGAGE,70200,Verified,car,2.99,0,1,4919,0.154,Paid
0.0962,410.75,RENT,62000,Not Verified,debt_consolidation,15.87,0,0,16674,0.563,Paid
0.1036,423.14,MORTGAGE,58000,Verified,credit_card,24.23,0,0,15379,0.578,Paid
0.1298,235.8,RENT,97000,Verified,credit_card,17.27,2,0,0,0,Paid
0.0542,271.44,RENT,90000,Source Verified,vacation,7.12,0,0,1061,0.08,Paid
0.1261,541.3,MORTGAGE,80000,Verified,debt_consolidation,15.22,0,0,10673,0.464,Paid
0.0888,761.86,OWN,88494.45,Verified,home_improvement,8.41,0,0,0,0,Paid
0.1036,324.37,RENT,40000,Source Verified,debt_consolidation,16.17,0,1,14555,0.904,Notpaid
0.0999,354.89,MORTGAGE,40000,Source Verified,debt_consolidation,19.23,0,0,10558,0.476,Paid
0.1372,340.42,MORTGAGE,80496,Not Verified,debt_consolidation,21.85,0,0,9781,0.661,Paid
0.1036,389.24,MORTGAGE,95000,Not Verified,debt_consolidation,17.41,0,0,20136,0.722,Paid
0.0542,235.25,MORTGAGE,110000,Not Verified,car,5.24,0,0,13551,0.315,Paid
0.0617,30.5,MORTGAGE,90000,Source Verified,small_business,8.32,0,0,11020,0.288,Paid
0.0691,215.86,RENT,60000,Source Verified,debt_consolidation,19.52,0,0,2860,0.253,Paid
0.1706,572.36,OWN,93000,Not Verified,debt_consolidation,9.61,0,0,22243,0.621,Paid
0.178,632.12,MORTGAGE,114000,Verified,debt_consolidation,13.57,0,0,31681,0.89,Paid
0.1298,272.92,RENT,68000,Source Verified,credit_card,20.4,0,1,3959,0.367,Paid
0.0888,248.41,OWN,26004,Source Verified,debt_consolidation,11.58,0,0,10662,0.235,Paid
0.1298,341.15,MORTGAGE,75360,Source Verified,credit_card,8.39,0,0,41248,0.959,Paid
0.1261,117.28,RENT,57000,Source Verified,credit_card,12.84,0,0,11786,0.815,Paid
0.0962,385.07,MORTGAGE,50400,Source Verified,debt_consolidation,13.76,0,0,5262,0.721,Paid
0.1261,335.07,MORTGAGE,132000,Not Verified,debt_consolidation,20.88,0,0,395,0.038,Notpaid
0.1557,101.18,RENT,38664,Source Verified,moving,19.06,0,0,6707,0.906,Notpaid
0.1409,167.69,MORTGAGE,60000,Source Verified,car,23.96,0,1,12049,0.655,Paid
0.1929,522.01,RENT,80004,Verified,debt_consolidation,12.39,0,0,10061,0.399,Paid
0.1261,100.52,RENT,45000,Source Verified,wedding,7.15,1,0,0,0,Paid
0.1817,407.78,MORTGAGE,200000,Verified,debt_consolidation,16.11,3,0,19681,0.676,Paid
0.0654,36.81,RENT,75000,Source Verified,major_purchase,9.5,0,0,3477,0.316,Paid
0.0999,318.64,MORTGAGE,79200,Source Verified,debt_consolidation,12.32,0,0,127215,0.431,Paid
0.0654,517.51,RENT,72000,Verified,debt_consolidation,9.8,0,0,17449,0.483,Paid
0.0617,365.99,MORTGAGE,42996,Not Verified,debt_consolidation,13.87,0,0,9835,0.187,Paid
0.0542,325.73,RENT,69350,Not Verified,house,7.68,0,0,7052,0.211,Paid
0.1335,406.36,OWN,90000,Verified,debt_consolidation,10.71,0,0,13212,0.744,Paid
0.0888,436.48,OWN,40000,Verified,debt_consolidation,24.63,0,0,500,0.119,Paid
0.1446,385.3,MORTGAGE,57000,Verified,debt_consolidation,18.61,0,0,11944,0.835,Paid
0.1557,462.54,RENT,85000,Verified,medical,1.89,1,0,6121,0.211,Paid
0.0617,122,RENT,50808,Not Verified,home_improvement,15,0,0,587,0.163,Paid
0.0654,736.02,MORTGAGE,130104,Verified,debt_consolidation,15.09,0,0,33478,0.093,Paid
0.1483,189.61,RENT,33600,Source Verified,debt_consolidation,20.29,0,0,8412,0.648,Paid
0.0617,426.99,MORTGAGE,132000,Verified,wedding,22.85,0,0,9940,0.404,Notpaid
0.1743,75.26,RENT,21000,Source Verified,other,8.29,0,0,1070,0.357,Paid
0.1372,272.34,RENT,93100,Source Verified,wedding,9.67,3,0,12110,0.529,Paid
0.0691,209.69,MORTGAGE,44000,Not Verified,debt_consolidation,16.75,0,0,12037,0.226,Paid
0.1261,562.91,MORTGAGE,60000,Verified,home_improvement,12.18,0,0,20616,0.422,Paid
0.1261,278.11,MORTGAGE,22800,Verified,debt_consolidation,10.79,0,1,8236,0.56,Notpaid
0.152,119.48,RENT,15996,Source Verified,other,2.63,1,0,1487,0.077,Paid
0.0888,634.88,MORTGAGE,150000,Verified,credit_card,15.26,0,0,48928,0.532,Paid
0.0691,215.86,MORTGAGE,85000,Source Verified,credit_card,8.98,0,0,9507,0.8,Paid
0.1036,810.92,MORTGAGE,110000,Verified,debt_consolidation,4.84,0,0,28002,0.718,Paid
0.0691,138.77,MORTGAGE,780000,Source Verified,major_purchase,0.58,0,0,3015,0.377,Paid
0.1483,631.13,RENT,55200,Verified,debt_consolidation,23.65,0,0,27015,0.305,Paid
0.1036,389.93,RENT,54996,Source Verified,debt_consolidation,24.98,0,0,20561,0.586,Paid
0.1261,33.51,MORTGAGE,50000,Not Verified,debt_consolidation,22.22,0,0,0,0.386,Paid
0.1557,873.63,OWN,70000,Verified,debt_consolidation,16.73,0,0,29283,0.552,Paid
0.1036,810.92,MORTGAGE,150000,Verified,credit_card,21.95,0,0,54755,0.646,Paid
