Rt,Inst,home,an_inc,ver,pur,dti,del,pb_rc,rev_bal,rev_util,class
0.0617,305,OWN,45000,Not Verified,other,4.67,0,0,7942,0.096,Paid
0.1557,873.63,MORTGAGE,80004,Verified,debt_consolidation,10.68,1,0,27895,0.886,Paid
0.1669,246.87,RENT,70000,Not Verified,debt_consolidation,12.15,0,0,13790,0.802,Paid
0.1446,447.22,RENT,38000,Source Verified,credit_card,22.58,0,0,12653,0.944,Paid
0.1223,166.63,RENT,84996,Not Verified,other,20.67,0,0,19692,0.67,Paid
0.1223,357.78,MORTGAGE,40320,Verified,credit_card,16.37,0,0,8490,0.551,Paid
0.0654,674.68,MORTGAGE,132000,Verified,credit_card,9.45,0,0,26843,0.606,Paid
0.0654,306.68,RENT,60000,Not Verified,debt_consolidation,4.86,0,0,10425,0.444,Paid
0.1557,34.95,RENT,46800,Verified,moving,17.05,0,1,7507,0.996,Paid
0.1223,158.3,RENT,26400,Not Verified,debt_consolidation,24.82,1,0,7139,0.438,Paid
0.1669,246.87,OWN,56004,Verified,other,23.4,0,0,3834,0.871,Paid
0.0962,441.23,MORTGAGE,65000,Verified,debt_consolidation,23.91,0,0,17081,0.781,Notpaid
0.1036,162.19,RENT,36000,Verified,moving,22.23,0,0,2805,0.719,Paid
0.1483,189.61,MORTGAGE,100046,Verified,debt_consolidation,8.72,0,0,3916,0.979,Paid
0.1036,389.24,RENT,55000,Verified,debt_consolidation,16.34,0,0,23260,0.868,Paid
0.1483,138.33,RENT,35000,Not Verified,debt_consolidation,15.87,0,0,4612,0.981,Paid
0.0925,175.54,RENT,21600,Verified,debt_consolidation,22.56,0,0,4749,0.863,Paid
0.1706,522.59,MORTGAGE,84000,Verified,debt_consolidation,12.4,0,0,11540,0.659,Paid
0.1409,205.33,RENT,60000,Verified,debt_consolidation,10.04,0,0,3910,0.601,Notpaid
0.0888,342.84,RENT,55000,Not Verified,debt_consolidation,3.56,0,1,6365,0.305,Paid
0.1036,317.88,RENT,36000,Not Verified,wedding,19.6,0,0,9486,0.89,Paid
0.0617,327.87,MORTGAGE,44000,Verified,debt_consolidation,21.44,0,0,31042,0.558,Paid
0.0691,185.02,MORTGAGE,26400,Verified,debt_consolidation,9.27,0,0,1605,0.434,Notpaid
0.0654,92.01,RENT,77500,Not Verified,wedding,14.82,0,0,31,0.006,Paid
0.0999,322.63,RENT,53500,Verified,wedding,1.53,0,0,2180,0.284,Paid
0.0617,512.39,RENT,97000,Not Verified,debt_consolidation,6.37,0,0,0,0,Paid
0.0925,191.5,OWN,40000,Not Verified,major_purchase,14.34,0,0,7932,0.632,Paid
0.0888,190.47,MORTGAGE,98056,Not Verified,credit_card,22.37,0,0,41300,0.868,Paid
0.0654,245.34,MORTGAGE,42000,Not Verified,home_improvement,8.51,0,0,7853,0.59,Notpaid
0.0617,701.48,MORTGAGE,98000,Verified,debt_consolidation,20.85,0,0,12575,0.129,Notpaid
0.0691,263.65,MORTGAGE,75000,Source Verified,credit_card,9.34,0,0,8802,0.662,Paid
0.1223,49.99,MORTGAGE,84996,Source Verified,other,22.41,1,0,28862,0.874,Paid
0.0691,555.05,MORTGAGE,66000,Verified,debt_consolidation,22.35,0,0,16325,0.54,Paid
0.0691,46.26,MORTGAGE,67386,Source Verified,vacation,16.22,0,0,7837,0.438,Paid
0.1483,518.74,MORTGAGE,90000,Verified,credit_card,21.21,0,0,15696,0.913,Paid
0.1036,198.18,RENT,26000,Source Verified,credit_card,23.35,0,0,18195,0.719,Notpaid
0.0925,229.8,RENT,80500,Verified,credit_card,8.8,0,0,8559,0.625,Paid
0.1446,117.54,RENT,73000,Not Verified,car,13.2,0,0,6004,0.675,Paid
0.0654,260.68,RENT,49232.04,Source Verified,credit_card,15.72,0,0,5557,0.347,Paid
0.1298,309.9,RENT,62000,Verified,debt_consolidation,21.91,0,3,5508,0.254,Paid
0.152,139.06,RENT,36000,Source Verified,small_business,0.67,0,0,103,0.257,Paid
0.1261,50.26,RENT,14400,Source Verified,other,2.75,0,0,1379,0.811,Paid
0.1335,304.77,RENT,36000,Source Verified,debt_consolidation,12.5,0,0,9720,0.765,Paid
0.0925,178.74,RENT,60000,Not Verified,car,6,0,0,0,0,Paid
0.1632,367.33,RENT,33600,Verified,debt_consolidation,16.93,0,1,12778,0.858,Notpaid
0.0654,613.35,MORTGAGE,140000,Source Verified,major_purchase,11.92,0,0,45170,0.378,Paid
0.1261,216.52,MORTGAGE,60000,Not Verified,debt_consolidation,2.56,0,0,4756,0.534,Notpaid
0.1036,64.88,OWN,26000,Source Verified,vacation,4.66,0,0,1378,0.445,Paid
0.0999,154.86,MORTGAGE,48000,Source Verified,debt_consolidation,15.55,0,0,4144,0.377,Paid
0.0654,122.67,OWN,25200,Source Verified,moving,0,0,0,0,0,Paid
0.1036,490.61,RENT,82308,Verified,debt_consolidation,15.91,0,0,6683,0.955,Paid
0.152,238.96,RENT,49000,Source Verified,credit_card,11.63,1,0,2263,0.39,Notpaid
0.0888,634.88,RENT,40000,Verified,credit_card,10.35,0,0,13797,0.736,Notpaid
0.1036,207.6,RENT,75000,Source Verified,debt_consolidation,16.24,1,0,10534,0.554,Paid
0.1036,648.73,MORTGAGE,65004,Verified,debt_consolidation,11.08,0,0,18156,0.971,Paid
0.1298,336.85,MORTGAGE,72000,Source Verified,debt_consolidation,13.93,0,0,18688,0.711,Paid
0.0999,161.32,RENT,31577.6,Verified,debt_consolidation,12.62,0,1,3636,0.383,Paid
0.1409,342.22,MORTGAGE,85000,Source Verified,debt_consolidation,12.61,1,0,23765,0.867,Paid
0.1335,135.46,RENT,15996,Verified,debt_consolidation,17.03,0,0,2382,0.507,Notpaid
0.1372,51.07,RENT,30996,Verified,other,11.85,1,1,2822,0.763,Notpaid
0.0962,163.66,MORTGAGE,54000,Not Verified,credit_card,9.31,0,0,596,0.372,Paid
0.1036,810.92,RENT,150000,Verified,debt_consolidation,8.07,0,0,32757,0.45,Paid
0.1595,242.92,MORTGAGE,60000,Verified,debt_consolidation,17.82,0,0,7218,0.811,Paid
0.0888,124.21,MORTGAGE,54000,Not Verified,car,2.64,0,0,4800,0.199,Paid
0.1595,437.25,RENT,52800,Verified,debt_consolidation,11.45,0,0,14903,0.866,Notpaid
0.0999,96.79,MORTGAGE,45000,Not Verified,debt_consolidation,19.09,0,1,13771,0.782,Paid
0.0691,135.68,RENT,20000,Not Verified,debt_consolidation,12,0,0,6641,0.344,Paid
0.1557,448.08,MORTGAGE,68868,Verified,debt_consolidation,14.57,0,1,13181,0.716,Paid
0.0888,761.86,MORTGAGE,175000,Verified,debt_consolidation,13.09,0,0,41652,0.768,Paid
0.0579,218.36,RENT,60000,Source Verified,debt_consolidation,16.86,0,0,4493,0.15,Paid
0.0691,616.72,MORTGAGE,140000,Verified,debt_consolidation,18.93,0,0,19645,0.478,Paid
0.1632,367.33,MORTGAGE,168000,Not Verified,debt_consolidation,7.53,0,0,5469,0.172,Paid
0.0999,322.63,MORTGAGE,54000,Not Verified,debt_consolidation,24.64,0,0,9973,0.697,Paid
0.0617,365.99,RENT,38001.6,Source Verified,debt_consolidation,14.05,0,0,5051,0.401,Paid
0.0617,426.99,MORTGAGE,75000,Source Verified,credit_card,10.93,0,0,27866,0.627,Notpaid
0.0925,44.69,MORTGAGE,13200,Source Verified,debt_consolidation,23.91,1,0,10385,0.35,Paid
0.0617,244,MORTGAGE,63000,Verified,wedding,2.27,1,0,822,0.035,Paid
0.1335,162.55,MORTGAGE,62100,Not Verified,credit_card,16.58,0,0,4616,0.383,Paid
0.1335,270.91,MORTGAGE,70000,Not Verified,debt_consolidation,11.31,0,0,11519,0.476,Paid
0.1261,134.03,RENT,45600,Not Verified,credit_card,14.5,1,0,5616,0.864,Notpaid
0.1261,837.67,MORTGAGE,500000,Verified,debt_consolidation,5.16,0,0,56905,0.865,Paid
0.0617,311.1,MORTGAGE,92496,Not Verified,debt_consolidation,22.24,0,0,22882,0.273,Paid
0.0579,454.91,MORTGAGE,120000,Verified,home_improvement,5.09,0,0,2783,0.058,Paid
0.0691,493.38,MORTGAGE,80000,Verified,credit_card,24.9,0,0,44290,0.412,Paid
0.1335,110.06,MORTGAGE,95000,Source Verified,debt_consolidation,23.14,0,0,47390,0.74,Paid
0.1298,336.85,RENT,45000,Not Verified,debt_consolidation,11.44,0,0,8182,0.963,Paid
0.1409,684.43,MORTGAGE,65000,Verified,home_improvement,15.21,1,0,13392,0.326,Paid
0.0888,222.21,MORTGAGE,40000,Source Verified,credit_card,12.21,0,0,13778,0.277,Paid
0.0617,152.5,RENT,40000,Not Verified,credit_card,8.28,0,0,9029,0.493,Paid
0.1223,319.92,OWN,48000,Not Verified,debt_consolidation,5.7,1,1,5298,0.351,Paid
0.1929,443.71,MORTGAGE,115000,Verified,home_improvement,11.43,0,0,17606,0.811,Paid
0.0999,64.53,MORTGAGE,948000,Verified,debt_consolidation,2.4,1,0,8515,0.294,Paid
0.0617,512.39,MORTGAGE,43200,Not Verified,debt_consolidation,18.89,0,0,9935,0.135,Notpaid
0.1632,440.8,RENT,55000,Source Verified,debt_consolidation,23.3,0,0,8567,0.644,Notpaid
0.152,358.43,RENT,53000,Source Verified,debt_consolidation,5.93,0,0,8315,0.656,Notpaid
0.1298,107.79,RENT,55000,Source Verified,debt_consolidation,1.53,0,0,2218,0.389,Paid
0.1409,855.54,RENT,80000,Verified,debt_consolidation,20.67,0,0,19235,0.442,Paid
0.1557,240.91,MORTGAGE,48000,Source Verified,small_business,7.1,0,0,644,0.23,Notpaid
0.0617,457.49,MORTGAGE,55000,Source Verified,debt_consolidation,5.87,0,0,1273,0.125,Paid
0.1036,257.1,MORTGAGE,60000,Not Verified,debt_consolidation,18.44,0,0,5815,0.407,Paid
0.0691,308.36,MORTGAGE,63000,Source Verified,debt_consolidation,13.01,1,0,5389,0.139,Paid
0.0654,306.68,RENT,58000,Source Verified,credit_card,20.09,0,0,13997,0.515,Paid
0.1261,402.08,MORTGAGE,75000,Not Verified,credit_card,16.77,0,0,19599,0.547,Paid
0.0691,370.04,RENT,105000,Verified,other,8.05,1,0,6845,0.355,Paid
0.0654,153.34,OWN,56400,Not Verified,debt_consolidation,5.79,0,1,4875,0.208,Notpaid
0.1372,462.47,MORTGAGE,126251,Verified,home_improvement,4.05,0,1,23,0.057,Paid
0.1557,192.73,RENT,41600,Source Verified,debt_consolidation,15.06,0,0,6737,0.485,Paid
0.1854,154.13,RENT,55929,Source Verified,debt_consolidation,18.41,0,0,11627,0.418,Paid
0.0888,158.72,RENT,30000,Not Verified,debt_consolidation,12.8,0,0,8124,0.505,Notpaid
0.1557,295.11,RENT,46000,Not Verified,debt_consolidation,23.74,0,0,31231,0.863,Paid
0.1409,273.78,RENT,56000,Not Verified,debt_consolidation,17.42,0,0,5765,0.695,Paid
0.1706,597.24,MORTGAGE,72000,Not Verified,debt_consolidation,17.7,0,0,14978,0.693,Paid
0.0691,616.72,MORTGAGE,165000,Verified,debt_consolidation,17.51,0,0,79441,0.456,Paid
0.1298,568.58,MORTGAGE,92004,Verified,debt_consolidation,22.19,0,0,45735,0.405,Paid
0.0999,483.94,MORTGAGE,102000,Source Verified,debt_consolidation,13.2,0,0,13942,0.463,Notpaid
0.0654,116.54,MORTGAGE,88000,Source Verified,car,24.82,0,0,34766,0.335,Paid
0.0617,356.84,MORTGAGE,77705.88,Not Verified,debt_consolidation,4.63,0,0,10730,0.066,Paid
0.1261,100.52,RENT,54084,Source Verified,other,5.33,0,0,3747,0.961,Paid
0.1036,389.24,RENT,80004,Not Verified,other,4.59,0,0,8866,0.924,Paid
0.0999,267.66,RENT,60000,Verified,small_business,2.82,0,0,6245,0.302,Paid
0.0925,47.88,RENT,14400,Source Verified,major_purchase,22,0,0,531,0.076,Paid
0.0617,609.99,RENT,59000,Verified,debt_consolidation,10.58,0,0,4254,0.169,Paid
0.0654,153.34,MORTGAGE,156000,Verified,credit_card,10.22,0,0,2712,0.22,Paid
0.0999,201.65,RENT,18000,Source Verified,debt_consolidation,18,0,0,9421,0.28,Paid
0.0654,306.68,OWN,1200000,Verified,debt_consolidation,1.46,0,0,75706,0.491,Paid
0.0999,129.05,MORTGAGE,34900,Not Verified,credit_card,22.69,0,0,4932,0.185,Paid
0.1409,513.33,RENT,54996,Source Verified,debt_consolidation,6.76,0,0,11432,0.929,Paid
0.1669,246.87,MORTGAGE,60000,Verified,other,19.54,0,0,3094,0.316,Notpaid
0.0617,533.74,MORTGAGE,41600,Verified,home_improvement,20.25,0,0,28986,0.312,Paid
0.1595,145.75,MORTGAGE,140000,Not Verified,car,7.88,0,0,23736,0.981,Paid
0.0654,153.34,MORTGAGE,72000,Not Verified,major_purchase,0.98,0,0,2525,0.074,Paid
0.0925,204.63,MORTGAGE,39000,Verified,car,21.02,0,0,8605,0.31,Notpaid
0.1706,491.48,MORTGAGE,60000,Verified,debt_consolidation,20.78,0,1,14008,0.574,Paid
0.1446,495.39,RENT,130000,Source Verified,credit_card,5,0,0,13456,0.948,Paid
0.0962,466.9,RENT,48000,Not Verified,debt_consolidation,17.15,0,0,11615,0.711,Paid
0.0617,305,MORTGAGE,70000,Verified,debt_consolidation,14.97,0,0,9903,0.228,Paid
0.0691,154.18,RENT,21000,Not Verified,credit_card,16.97,1,0,1030,0.053,Paid
0.1036,291.93,RENT,42000,Not Verified,debt_consolidation,5.03,0,0,13529,0.676,Paid
0.1743,717.35,MORTGAGE,101000,Verified,debt_consolidation,14.91,0,0,23156,0.833,Paid
0.1372,680.84,RENT,92000,Verified,debt_consolidation,6.04,0,0,16086,0.731,Paid
0.1706,124.43,MORTGAGE,135000,Verified,small_business,0.36,0,0,722,0.094,Paid
0.0999,424.85,MORTGAGE,45000,Verified,debt_consolidation,13.36,0,0,12761,0.395,Paid
0.1372,510.63,RENT,65000,Source Verified,credit_card,16.6,0,0,25270,0.806,Paid
0.0579,212.29,MORTGAGE,61000,Source Verified,major_purchase,7.26,0,0,2054,0.203,Paid
0.1298,404.22,MORTGAGE,90000,Verified,debt_consolidation,13.33,1,0,8955,0.487,Paid
0.0888,158.72,MORTGAGE,39600,Not Verified,major_purchase,9.33,0,0,3665,0.916,Paid
0.1372,170.21,RENT,28000,Verified,debt_consolidation,12.21,1,0,6347,0.7,Notpaid
0.1261,107.23,RENT,40800,Source Verified,debt_consolidation,3.09,0,0,2944,0.208,Paid
0.0579,339.67,RENT,180000,Verified,credit_card,21.77,0,0,338,0.008,Paid
0.0617,246.28,RENT,50000,Not Verified,debt_consolidation,19.08,0,0,8725,0.371,Paid
0.0654,429.35,MORTGAGE,42000,Verified,small_business,4.26,0,0,4644,0.258,Notpaid
0.0617,109.8,RENT,30000,Source Verified,debt_consolidation,3.28,0,0,291,0.053,Paid
0.1632,529.73,MORTGAGE,170000,Verified,credit_card,8.49,0,1,29236,0.853,Notpaid
0.0654,199.34,MORTGAGE,64800,Source Verified,debt_consolidation,8.48,0,0,15925,0.389,Notpaid
0.0962,336.97,MORTGAGE,60000,Verified,debt_consolidation,17.32,0,0,7108,0.301,Notpaid
0.0962,262.21,MORTGAGE,96000,Verified,car,13.57,0,0,22478,0.402,Paid
0.0579,303.27,RENT,35000,Not Verified,major_purchase,1.71,0,0,894,0.018,Paid
0.0962,160.45,RENT,17720.09,Verified,vacation,12.19,0,0,971,0.422,Paid
0.1706,472.82,RENT,46000,Verified,debt_consolidation,20.3,0,0,12623,0.836,Paid
0.1335,80.27,OWN,17376,Source Verified,home_improvement,7.46,0,0,2808,0.338,Paid
0.0962,80.23,RENT,48000,Not Verified,wedding,13.75,0,0,0,0,Paid
0.1335,183.47,RENT,36000,Not Verified,debt_consolidation,14.9,0,0,5818,0.821,Notpaid
0.1817,254.86,MORTGAGE,87300,Source Verified,debt_consolidation,10.2,0,0,7468,0.794,Paid
0.0654,210.84,MORTGAGE,95000,Not Verified,small_business,1.11,0,0,3640,0.074,Paid
0.1372,172.85,OWN,145000,Not Verified,debt_consolidation,17.39,0,0,42581,0.448,Paid
0.0579,98.57,OWN,71000,Not Verified,credit_card,4.82,0,0,8928,0.337,Paid
0.0691,173.46,RENT,75000,Not Verified,debt_consolidation,14.35,1,0,24973,0.835,Paid
0.1743,228.27,OWN,85000,Not Verified,medical,7.88,2,0,14985,0.649,Paid
0.0654,184.77,RENT,60000,Not Verified,debt_consolidation,7.4,0,0,18719,0.407,Paid
0.0691,261.34,MORTGAGE,44000,Not Verified,home_improvement,5.05,0,0,5272,0.249,Paid
0.0691,108.7,MORTGAGE,70000,Not Verified,debt_consolidation,22.75,0,0,19975,0.698,Paid
0.0654,116.54,MORTGAGE,35000,Not Verified,debt_consolidation,17.97,0,0,9635,0.512,Paid
0.0999,178.44,MORTGAGE,48000,Not Verified,debt_consolidation,10.5,0,0,21123,0.399,Paid
0.0654,87.41,RENT,115000,Not Verified,debt_consolidation,11.07,0,0,21504,0.454,Paid
0.0654,230.01,MORTGAGE,100000,Not Verified,small_business,9.66,0,0,13056,0.323,Paid
0.152,193.81,MORTGAGE,120000,Not Verified,small_business,16.4,1,0,10611,0.48,Paid
0.0999,73.29,RENT,70000,Not Verified,other,11.81,0,0,6117,0.256,Notpaid
0.1483,50.96,RENT,120000,Not Verified,debt_consolidation,6.16,0,0,20020,0.579,Paid
0.0691,193.5,OWN,135000,Not Verified,debt_consolidation,15.64,0,0,27463,0.26,Paid
0.1298,160.34,MORTGAGE,140000,Not Verified,moving,4.26,0,0,78,0.002,Paid
0.0579,118.28,RENT,78000,Not Verified,debt_consolidation,14.54,0,0,5017,0.557,Paid
0.1743,185,RENT,140000,Not Verified,major_purchase,5.25,1,0,20392,0.408,Paid
0.0654,174.04,RENT,66500,Not Verified,major_purchase,5.79,0,0,195,0.024,Paid
0.1483,187.24,MORTGAGE,95500,Not Verified,small_business,15.19,1,0,52264,0.41,Paid
0.0999,161.45,MORTGAGE,54400,Not Verified,other,9.82,0,0,2484,0.08,Paid
0.0617,179.95,RENT,119000,Not Verified,debt_consolidation,6.94,0,0,14723,0.648,Paid
0.0654,193.98,MORTGAGE,130000,Not Verified,home_improvement,5.92,0,0,43,0.002,Paid
0.0654,289.81,RENT,95000,Not Verified,debt_consolidation,4.74,0,0,14305,0.475,Paid
0.0691,77.09,RENT,25000,Not Verified,debt_consolidation,15.55,0,0,5050,0.565,Paid
0.0617,609.99,OWN,117500,Verified,debt_consolidation,12.86,0,0,18219,0.295,Paid
0.0617,92.26,MORTGAGE,200000,Not Verified,major_purchase,8.33,0,0,106053,0.359,Paid
0.1335,219.59,MORTGAGE,65000,Not Verified,debt_consolidation,4.62,0,0,11594,0.382,Paid
0.0617,115.14,RENT,50000,Not Verified,debt_consolidation,15.48,0,0,11048,0.497,Paid
0.0691,42.4,RENT,37500,Not Verified,credit_card,12.03,0,0,6768,0.342,Paid
0.0579,199.4,MORTGAGE,100000,Not Verified,credit_card,16.87,0,0,7805,0.179,Paid
0.1335,98.04,RENT,63600,Not Verified,credit_card,12.74,0,0,3843,0.584,Paid
0.1372,209.27,RENT,71000,Not Verified,debt_consolidation,24.05,0,0,27330,0.781,Paid
0.0691,212.77,OWN,40000,Not Verified,debt_consolidation,11.64,0,0,14348,0.27,Paid
0.1223,120.75,MORTGAGE,78000,Not Verified,other,18,1,0,7316,0.558,Paid
0.0654,99.67,RENT,35000,Not Verified,debt_consolidation,4.77,0,0,6838,0.38,Paid
0.0691,240.53,MORTGAGE,79000,Not Verified,debt_consolidation,15.05,0,0,18970,0.514,Paid
0.0617,151.74,RENT,95000,Not Verified,major_purchase,2.65,0,0,3,0,Paid
0.0579,116.76,OWN,45996,Not Verified,debt_consolidation,15.91,0,0,8440,0.186,Paid
0.0691,237.44,MORTGAGE,54500,Not Verified,small_business,21.58,0,0,45637,0.799,Paid
0.1223,147.03,MORTGAGE,70000,Not Verified,credit_card,23.79,0,0,31061,0.687,Paid
0.0654,111.17,RENT,52000,Not Verified,debt_consolidation,23.77,0,0,6683,0.365,Paid
0.0579,191.06,MORTGAGE,80000,Not Verified,major_purchase,3.19,0,0,5626,0.07,Paid
0.0654,215.44,RENT,36500,Not Verified,debt_consolidation,15.32,0,0,18734,0.32,Notpaid
0.0654,233.84,MORTGAGE,74000,Not Verified,house,5.03,0,0,2756,0.154,Paid
0.0617,104.46,OWN,30000,Not Verified,major_purchase,3.44,0,0,257,0.028,Paid
0.0617,110.56,MORTGAGE,58000,Not Verified,debt_consolidation,12.46,0,0,16037,0.482,Paid
0.0654,208.54,RENT,54000,Not Verified,credit_card,16.04,0,0,26433,0.467,Notpaid
0.0999,40.37,RENT,42000,Not Verified,debt_consolidation,23.06,0,0,11218,0.539,Paid
0.0617,167.75,MORTGAGE,44000,Not Verified,debt_consolidation,15,0,0,37957,0.095,Paid
0.1632,159.79,MORTGAGE,325000,Not Verified,small_business,6.4,0,0,29993,0.709,Paid
0.0579,97.81,MORTGAGE,78000,Not Verified,debt_consolidation,5.6,0,0,13104,0.24,Paid
0.0691,133.37,MORTGAGE,45000,Not Verified,debt_consolidation,11.09,0,0,10226,0.616,Paid
0.0654,114.24,RENT,33000,Not Verified,debt_consolidation,14.84,0,0,14755,0.429,Paid
0.0888,223.8,RENT,80000,Not Verified,debt_consolidation,9.43,0,0,14877,0.791,Paid
0.0654,204.71,OWN,75000,Not Verified,debt_consolidation,16.78,1,0,23256,0.293,Paid
0.0999,103.03,MORTGAGE,58000,Not Verified,debt_consolidation,18.17,0,0,24673,0.287,Notpaid
0.0617,117.43,MORTGAGE,170000,Not Verified,major_purchase,15.92,0,0,26113,0.755,Paid
0.0617,237.9,RENT,75000,Not Verified,debt_consolidation,8.42,0,0,9608,0.272,Paid
0.0925,151.61,RENT,39996,Not Verified,debt_consolidation,20.07,0,0,5883,0.625,Paid
0.1036,259.5,MORTGAGE,85000,Not Verified,credit_card,13.91,0,0,30517,0.741,Paid
0.1446,205.55,RENT,52000,Not Verified,other,19.52,0,1,21888,0.819,Paid
0.1372,72.84,RENT,31368,Not Verified,credit_card,17.29,0,0,23915,0.926,Paid
0.0654,75.91,RENT,75800,Not Verified,debt_consolidation,13.41,0,0,0,0,Paid
0.0654,121.14,MORTGAGE,100000,Not Verified,debt_consolidation,13.79,0,0,10458,0.375,Paid
0.0999,62.92,MORTGAGE,100128,Not Verified,credit_card,13.1,0,0,137112,0.581,Notpaid
0.0617,44.23,MORTGAGE,45000,Not Verified,debt_consolidation,22.99,0,0,21160,0.665,Paid
0.1557,110.22,MORTGAGE,62400,Not Verified,debt_consolidation,13.58,0,0,16675,0.83,Paid
0.1036,159.08,OWN,57000,Not Verified,home_improvement,21.68,0,0,17009,0.678,Paid
0.1223,157.65,OWN,33664.44,Not Verified,credit_card,17.4,0,0,10859,0.823,Notpaid
0.2003,149.13,RENT,69200,Verified,debt_consolidation,22.91,1,0,10745,0.868,Paid
0.0617,93.79,MORTGAGE,30000,Not Verified,major_purchase,0,0,0,0,0,Paid
0.0654,144.91,RENT,27600,Not Verified,debt_consolidation,13.61,0,0,12858,0.518,Paid
0.1743,222.63,MORTGAGE,90000,Not Verified,small_business,10.84,0,0,12345,0.183,Paid
0.152,118.88,MORTGAGE,35000,Not Verified,debt_consolidation,20.37,0,0,12157,0.407,Paid
0.0691,83.26,RENT,31200,Not Verified,debt_consolidation,13.54,0,0,8992,0.794,Paid
0.0691,222.02,MORTGAGE,45600,Not Verified,debt_consolidation,23.16,0,0,12423,0.372,Paid
0.0654,252.24,RENT,77000,Not Verified,debt_consolidation,10.16,0,0,24884,0.805,Paid
0.0999,97.72,MORTGAGE,130000,Not Verified,debt_consolidation,18.59,0,0,24039,0.407,Paid
0.0999,103.03,RENT,72500,Not Verified,major_purchase,23.64,0,0,44935,0.767,Paid
0.1335,186.33,MORTGAGE,50000,Not Verified,credit_card,6.02,0,0,32638,0.842,Notpaid
0.0617,179.19,MORTGAGE,77237,Not Verified,debt_consolidation,1.85,0,0,2201,0.055,Paid
0.0579,177.42,RENT,70000,Not Verified,debt_consolidation,20.91,0,0,25020,0.729,Paid
0.0579,32.61,RENT,38000,Not Verified,major_purchase,5.24,0,0,6658,0.252,Paid
0.0617,176.14,RENT,120000,Not Verified,debt_consolidation,3.98,0,0,15754,0.254,Paid
0.0617,183,MORTGAGE,57006,Source Verified,debt_consolidation,3.3,0,0,2962,0.348,Paid
0.0999,87.63,MORTGAGE,23500,Not Verified,debt_consolidation,11.95,0,0,3584,0.166,Paid
0.1446,395.62,RENT,36000,Source Verified,credit_card,17.23,0,0,11870,0.92,Paid
0.0654,159.47,MORTGAGE,75000,Not Verified,debt_consolidation,12.37,0,0,41954,0.462,Notpaid
0.1335,192.64,RENT,78996,Not Verified,credit_card,22.5,0,0,20868,0.748,Paid
0.0654,51.37,RENT,46300,Not Verified,debt_consolidation,16.07,0,0,3281,0.421,Paid
0.0925,75.81,RENT,71004,Not Verified,credit_card,8.4,0,0,3794,0.802,Paid
0.0999,235.52,MORTGAGE,65000,Not Verified,debt_consolidation,19.83,0,0,84067,0.37,Notpaid
0.1298,336.85,MORTGAGE,53004,Not Verified,debt_consolidation,20.09,0,0,14070,0.425,Paid
0.0654,122.67,MORTGAGE,60000,Not Verified,other,15.16,0,0,59671,0.745,Paid
0.0654,232.31,MORTGAGE,81500,Not Verified,debt_consolidation,14.46,0,0,35373,0.611,Paid
0.0999,106.22,RENT,36000,Not Verified,other,13.03,0,0,5434,0.269,Notpaid
0.1632,612.22,MORTGAGE,200004,Not Verified,debt_consolidation,21.08,0,0,99366,0.805,Paid
0.0925,118.09,RENT,36000,Not Verified,medical,11.4,0,0,2723,0.34,Paid
